,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,genres,label,label_encode
0,Sammy Hagar,Rock 'N' Roll Weekend,32fyJa7mlop2S7uvaMtnst,18,4.554920671211245e-05,4.667773771475057e-05,9,0.0,1,4.235435133844677e-05,4.2073278241310846e-05,4.2063264515512786e-05,4.249263612327707e-05,4.7149283532754294e-05,0.0007845780654115431,audio_features,spotify:track:32fyJa7mlop2S7uvaMtnst,https://api.spotify.com/v1/tracks/32fyJa7mlop2S7uvaMtnst,https://api.spotify.com/v1/audio-analysis/32fyJa7mlop2S7uvaMtnst,1.0,4,Soft Rock,Happy,1
1,Flo Rida,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,77,2.0754626617335512e-05,2.1496151141139347e-05,1,0.0,0,1.8186694951206155e-05,1.8146394705347252e-05,1.7920955130012544e-05,1.9142616782979356e-05,2.0665966076445925e-05,0.0005337969065241118,audio_features,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8,https://api.spotify.com/v1/audio-analysis/2LEF1A8DOZ9wRYikWgVlZ8,1.0,4,Dance,Happy,1
2,Endah N Rhesa,When You Love Someone,2XWsariqeTCH61B53r8yA3,61,3.820161857217368e-05,3.728136374050637e-05,2,0.0,1,3.64741162021678e-05,3.913659748114768e-05,3.637583865491549e-05,3.6861727537266073e-05,3.722246743127966e-05,0.0005884440685420228,audio_features,spotify:track:2XWsariqeTCH61B53r8yA3,https://api.spotify.com/v1/tracks/2XWsariqeTCH61B53r8yA3,https://api.spotify.com/v1/audio-analysis/2XWsariqeTCH61B53r8yA3,1.0,4,Pop Indonesia,Sad,2
3,Mumford & Sons,Little Lion Man,6JnufVNLIO5F5Lk4sEVLeI,71,3.558974287090989e-05,3.5443982831848146e-05,5,0.0,1,3.360659656167535e-05,3.361509923062061e-05,3.349653922951478e-05,3.386208151903079e-05,3.53630050323694e-05,0.0005943082170444557,audio_features,spotify:track:6JnufVNLIO5F5Lk4sEVLeI,https://api.spotify.com/v1/tracks/6JnufVNLIO5F5Lk4sEVLeI,https://api.spotify.com/v1/audio-analysis/6JnufVNLIO5F5Lk4sEVLeI,1.0,4,Rock,Anger,0
4,Sum 41,Fat Lip,4KacUpvbA3Mfo05gttTjhN,74,3.15079946698368e-05,3.4380007002212876e-05,9,0.0,1,3.004955090730207e-05,2.9256264079065824e-05,2.925301623699464e-05,2.9617627177628325e-05,3.276450006525133e-05,0.0011315279837634821,audio_features,spotify:track:4KacUpvbA3Mfo05gttTjhN,https://api.spotify.com/v1/tracks/4KacUpvbA3Mfo05gttTjhN,https://api.spotify.com/v1/audio-analysis/4KacUpvbA3Mfo05gttTjhN,1.0,4,Rock,Happy,1
5,Billy Squier,Rock Me Tonite - 2002 Digital Remaster / 24-Bit Mastering,76zNJvuD3JtuiaWH0OdrWM,28,2.2601546155249595e-05,2.3050941526552958e-05,9,0.0,0,2.1147600078017735e-05,2.112462347256764e-05,2.0962773560647104e-05,2.137162198115618e-05,2.3098246302479627e-05,0.00045002384904067465,audio_features,spotify:track:76zNJvuD3JtuiaWH0OdrWM,https://api.spotify.com/v1/tracks/76zNJvuD3JtuiaWH0OdrWM,https://api.spotify.com/v1/audio-analysis/76zNJvuD3JtuiaWH0OdrWM,0.9999999999999999,4,Soft Rock,Happy,1
6,Fiersa Besari,April,3IesVVqYxCsRCsz5OCmC7q,64,3.286758971678556e-05,3.312161307715292e-05,2,0.0,1,3.145605393969948e-05,3.3580371683189496e-05,3.1354823734896366e-05,3.208277127505357e-05,3.352729217505303e-05,0.0003337260332276962,audio_features,spotify:track:3IesVVqYxCsRCsz5OCmC7q,https://api.spotify.com/v1/tracks/3IesVVqYxCsRCsz5OCmC7q,https://api.spotify.com/v1/audio-analysis/3IesVVqYxCsRCsz5OCmC7q,0.9999999999999999,4,Pop Indonesia,Sad,2
7,EXO,CALL ME BABY,6Rx0ORYPP3GH9rTvGS5Vy8,65,1.5216890279998788e-05,1.613625394064026e-05,1,0.0,1,1.2183464098676078e-05,1.3283383199886829e-05,1.1937510624514778e-05,1.3553505512549528e-05,1.6103081025050105e-05,0.00048597847440784675,audio_features,spotify:track:6Rx0ORYPP3GH9rTvGS5Vy8,https://api.spotify.com/v1/tracks/6Rx0ORYPP3GH9rTvGS5Vy8,https://api.spotify.com/v1/audio-analysis/6Rx0ORYPP3GH9rTvGS5Vy8,1.0,4,K-pop,Happy,1
8,Faces,Stay with Me,4wlhBqCmj35OXIvtQ9PBjC,31,2.4562290399620874e-05,2.6194312596491085e-05,9,0.0,1,2.3074940912778897e-05,2.3400632678704524e-05,2.3856743685690083e-05,2.3397069311462446e-05,2.585222934125191e-05,0.00034807327557309826,audio_features,spotify:track:4wlhBqCmj35OXIvtQ9PBjC,https://api.spotify.com/v1/tracks/4wlhBqCmj35OXIvtQ9PBjC,https://api.spotify.com/v1/audio-analysis/4wlhBqCmj35OXIvtQ9PBjC,1.0,4,Country Music,Happy,1
9,John Denver,Rocky Mountain Suite (Cold Nights In Canada),6WhP0Nq9tkcSq39p6062BN,19,8.140701544912568e-05,8.024536100377581e-05,2,0.0,1,7.969669528847213e-05,8.260227146934105e-05,7.95349277066197e-05,8.016375717910247e-05,8.042776955304563e-05,0.0006454670522661793,audio_features,spotify:track:6WhP0Nq9tkcSq39p6062BN,https://api.spotify.com/v1/tracks/6WhP0Nq9tkcSq39p6062BN,https://api.spotify.com/v1/audio-analysis/6WhP0Nq9tkcSq39p6062BN,1.0,3,Soft Rock,Sad,2
10,Art Blakey & The Jazz Messengers,Sleeping Dancer Sleep On,5GXJ4YrXUORAsB5IsCZIL6,51,3.060091599180356e-05,2.989180019269204e-05,0,0.0,0,2.9636518505011894e-05,3.14621319913042e-05,3.095650159541599e-05,2.981780550061084e-05,3.0350156201972817e-05,0.00024320205419788902,audio_features,spotify:track:5GXJ4YrXUORAsB5IsCZIL6,https://api.spotify.com/v1/tracks/5GXJ4YrXUORAsB5IsCZIL6,https://api.spotify.com/v1/audio-analysis/5GXJ4YrXUORAsB5IsCZIL6,0.9999999999999999,3,Jazz,Fear,3
11,BTS,Anpanman,01gUlvzAPiwB9Ekq9kGVCM,71,1.6023596623961687e-05,1.6289726543781032e-05,1,0.0,0,1.2927904717934048e-05,1.2635591047938928e-05,1.253386073987895e-05,1.3770077141620435e-05,1.577892879445035e-05,0.00043750041851076105,audio_features,spotify:track:01gUlvzAPiwB9Ekq9kGVCM,https://api.spotify.com/v1/tracks/01gUlvzAPiwB9Ekq9kGVCM,https://api.spotify.com/v1/audio-analysis/01gUlvzAPiwB9Ekq9kGVCM,0.9999999999999999,4,K-pop,Happy,1
12,Jeremih,oui,0PJIbOdMs3bd5AT8liULMQ,77,1.7379721709954485e-05,1.8663689562017757e-05,5,0.0,1,1.6030296673276224e-05,1.6519547168539548e-05,1.5625804840142564e-05,1.6095753857891212e-05,1.816017275728706e-05,0.00034509783004229997,audio_features,spotify:track:0PJIbOdMs3bd5AT8liULMQ,https://api.spotify.com/v1/tracks/0PJIbOdMs3bd5AT8liULMQ,https://api.spotify.com/v1/audio-analysis/0PJIbOdMs3bd5AT8liULMQ,1.0,5,Dance,Happy,1
13,Christian Leave,Please Notice,36seMHoyXmLUNxcwzwjdF7,75,7.714561994707868e-05,7.475437142299969e-05,2,0.0,1,7.268624142708477e-05,7.965685943652363e-05,7.243171667705831e-05,7.334876297156974e-05,7.412870424644856e-05,0.001026736978286889,audio_features,spotify:track:36seMHoyXmLUNxcwzwjdF7,https://api.spotify.com/v1/tracks/36seMHoyXmLUNxcwzwjdF7,https://api.spotify.com/v1/audio-analysis/36seMHoyXmLUNxcwzwjdF7,1.0,4,Pop,Sad,2
14,Natasha Bedingfield,Unwritten,3U5JVgI2x4rDyHGObzJfNf,77,2.7142045591672746e-05,2.750450507251054e-05,5,0.0,1,2.457359601522535e-05,2.4442262292700506e-05,2.4419743533465477e-05,2.4736702781602358e-05,2.6845137293539657e-05,0.0004100573513852601,audio_features,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,1.0,4,Rock,Happy,1
15,Neil Sedaka,I Must Be Dreaming,2oXkbroUstVBxhRi1pj5M6,27,5.9895187603900786e-05,6.008936152880121e-05,9,0.0,1,5.675181048887811e-05,6.091086659568763e-05,5.656435796907039e-05,5.7348521896552884e-05,6.07166926707872e-05,0.0006308038679505586,audio_features,spotify:track:2oXkbroUstVBxhRi1pj5M6,https://api.spotify.com/v1/tracks/2oXkbroUstVBxhRi1pj5M6,https://api.spotify.com/v1/audio-analysis/2oXkbroUstVBxhRi1pj5M6,1.0,4,Soft Rock,Sad,2
16,The Ronettes,Sleigh Ride,5ASM6Qjiav2xPe7gRkQMsQ,83,4.16055223536095e-05,4.294603441034871e-05,2,0.0,1,3.884561213967277e-05,4.091044202789287e-05,3.868730047919223e-05,4.043050561251711e-05,4.3392871762595116e-05,0.0005448326451514041,audio_features,spotify:track:5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/tracks/5ASM6Qjiav2xPe7gRkQMsQ,https://api.spotify.com/v1/audio-analysis/5ASM6Qjiav2xPe7gRkQMsQ,1.0,4,Pop,Happy,1
17,Rehab,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,1gewemPOUilb21s7CfMS55,68,2.9133885006490794e-05,2.9160080617166495e-05,4,0.0,1,2.645582040841175e-05,2.6732620694551645e-05,2.62218062863755e-05,2.7719322030003006e-05,2.9304156475882845e-05,0.0006891191981754095,audio_features,spotify:track:1gewemPOUilb21s7CfMS55,https://api.spotify.com/v1/tracks/1gewemPOUilb21s7CfMS55,https://api.spotify.com/v1/audio-analysis/1gewemPOUilb21s7CfMS55,1.0,4,Rock,Happy,1
18,TOMORROW X TOGETHER,Magic,4Wh5WGtov1VJ6EJ8OQgNeS,70,3.425874746225965e-05,3.567341527268733e-05,8,0.0,1,3.27501857706089e-05,3.01839408049406e-05,3.016497424093354e-05,3.2168043707025826e-05,3.3357366202518124e-05,0.0007076781827783236,audio_features,spotify:track:4Wh5WGtov1VJ6EJ8OQgNeS,https://api.spotify.com/v1/tracks/4Wh5WGtov1VJ6EJ8OQgNeS,https://api.spotify.com/v1/audio-analysis/4Wh5WGtov1VJ6EJ8OQgNeS,1.0000000000000002,4,K-pop,Anger,0
19,D’MASIV,Pergilah Kasih,3wQdQDB79EOuriyuo7fGnx,59,3.533641559804866e-05,3.563522656299617e-05,2,0.0,1,3.3249180628030226e-05,3.450055249339821e-05,3.3143905890891805e-05,3.4637844017833556e-05,3.494069296879386e-05,0.0005820756837457107,audio_features,spotify:track:3wQdQDB79EOuriyuo7fGnx,https://api.spotify.com/v1/tracks/3wQdQDB79EOuriyuo7fGnx,https://api.spotify.com/v1/audio-analysis/3wQdQDB79EOuriyuo7fGnx,1.0,4,Pop Indonesia,Love,4
20,Ten2Five,Anju Ahu,0pQMZKWVaBwj96NbDBOPXq,3,4.3148845866438634e-05,4.402741427954937e-05,4,0.0,0,4.0837344745747285e-05,4.548138313223263e-05,4.0655485662688474e-05,4.264150354337469e-05,4.413259500506263e-05,0.0007542942923660739,audio_features,spotify:track:0pQMZKWVaBwj96NbDBOPXq,https://api.spotify.com/v1/tracks/0pQMZKWVaBwj96NbDBOPXq,https://api.spotify.com/v1/audio-analysis/0pQMZKWVaBwj96NbDBOPXq,1.0,4,Indie,Sad,2
21,Block B,Nillili Mambo,4fZYGHiRcKxwVSnF498uaE,68,1.6888904005169728e-05,1.728348180280998e-05,2,0.0,0,1.3461435629618121e-05,1.3269992327800073e-05,1.3206177893860724e-05,1.3665544391607337e-05,1.5822082552290533e-05,0.0005487456759083818,audio_features,spotify:track:4fZYGHiRcKxwVSnF498uaE,https://api.spotify.com/v1/tracks/4fZYGHiRcKxwVSnF498uaE,https://api.spotify.com/v1/audio-analysis/4fZYGHiRcKxwVSnF498uaE,1.0,4,K-pop,Happy,1
22,Childish Gambino,Redbone,0wXuerDYiBnERgIpbb3JBR,84,3.644964782275031e-05,3.5238431867576264e-05,1,0.0,1,3.4547182357805214e-05,3.468787916067897e-05,3.420617612840533e-05,3.4492127087115484e-05,3.592662275119788e-05,0.0005239946560417988,audio_features,spotify:track:0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/tracks/0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/audio-analysis/0wXuerDYiBnERgIpbb3JBR,1.0,4,Hip hop,Happy,1
23,Kurosuke,Little Joy,6TQN9MlNILcpOy5eHniJEc,43,4.174419527604475e-05,4.210774024458094e-05,11,0.0,0,3.802449548686332e-05,3.845497889405062e-05,3.782603830823368e-05,3.857616055022935e-05,4.208465802435642e-05,0.0006206866723924038,audio_features,spotify:track:6TQN9MlNILcpOy5eHniJEc,https://api.spotify.com/v1/tracks/6TQN9MlNILcpOy5eHniJEc,https://api.spotify.com/v1/audio-analysis/6TQN9MlNILcpOy5eHniJEc,1.0,4,Pop Indonesia,Happy,1
24,TWICE,LOVE FOOLISH,1MdEg2lk4EakgWnCvFUGEZ,59,1.5787329826416036e-05,1.6409619408841843e-05,2,0.0,0,1.252475444426931e-05,1.263404732051048e-05,1.2017009548400895e-05,1.2318196137497719e-05,1.5034307138438589e-05,0.000613206246252078,audio_features,spotify:track:1MdEg2lk4EakgWnCvFUGEZ,https://api.spotify.com/v1/tracks/1MdEg2lk4EakgWnCvFUGEZ,https://api.spotify.com/v1/audio-analysis/1MdEg2lk4EakgWnCvFUGEZ,1.0,4,K-pop,Happy,1
25,TOMORROW X TOGETHER,Wishlist,4A6f3zMLDDAUgkGTLtpMc3,61,2.9531830699145134e-05,3.1148156178794676e-05,3,0.0,1,2.6909212259584752e-05,2.6354395503812147e-05,2.6351319271447654e-05,2.7952002891616714e-05,2.7920719172655754e-05,0.000808267018887973,audio_features,spotify:track:4A6f3zMLDDAUgkGTLtpMc3,https://api.spotify.com/v1/tracks/4A6f3zMLDDAUgkGTLtpMc3,https://api.spotify.com/v1/audio-analysis/4A6f3zMLDDAUgkGTLtpMc3,1.0,4,K-pop,Anger,0
26,Bob Seger,Like A Rock - Remastered,0hdNWYGrRV0d4npXlFSN92,30,1.6145240544063674e-05,1.6806517317475513e-05,1,0.0,1,1.5095883969306323e-05,1.5324248617751512e-05,1.5023614263629043e-05,1.5758561752831325e-05,1.5968713269805426e-05,0.00024640965870270035,audio_features,spotify:track:0hdNWYGrRV0d4npXlFSN92,https://api.spotify.com/v1/tracks/0hdNWYGrRV0d4npXlFSN92,https://api.spotify.com/v1/audio-analysis/0hdNWYGrRV0d4npXlFSN92,1.0,4,Soft Rock,Anger,0
27,Garrett Hedlund,Silver Wings,1oGdZfuQp65dVUmJubeKTV,42,4.44283969213464e-05,4.4150998077819206e-05,2,0.0,1,4.168462514581582e-05,4.5186290190268907e-05,4.1565952929844726e-05,4.220425262235158e-05,4.3561525535323916e-05,0.0005454899651438942,audio_features,spotify:track:1oGdZfuQp65dVUmJubeKTV,https://api.spotify.com/v1/tracks/1oGdZfuQp65dVUmJubeKTV,https://api.spotify.com/v1/audio-analysis/1oGdZfuQp65dVUmJubeKTV,1.0,4,Country Music,Sad,2
28,Steely Dan,Reelin' In The Years,1I7zHEdDx8Ny5RxzYPqsU2,71,3.7266008650344755e-05,3.8113537154441436e-05,2,0.0,1,3.552514903788744e-05,3.585947198397154e-05,3.5379806915695545e-05,3.572314612246152e-05,3.8142389188623455e-05,0.0005238339261043866,audio_features,spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,https://api.spotify.com/v1/tracks/1I7zHEdDx8Ny5RxzYPqsU2,https://api.spotify.com/v1/audio-analysis/1I7zHEdDx8Ny5RxzYPqsU2,1.0,4,Rock,Happy,1
29,Oakwood Station,Blue Spaces,5LBbKfP2Jf8z7EcEBmqyF7,57,0.00010182468516029312,0.00010000862709385973,0,0.0,1,9.951071087324302e-05,0.00010418065238161209,0.00010289904984223718,9.979048198077465e-05,0.0001005812580157081,0.0011453109263471692,audio_features,spotify:track:5LBbKfP2Jf8z7EcEBmqyF7,https://api.spotify.com/v1/tracks/5LBbKfP2Jf8z7EcEBmqyF7,https://api.spotify.com/v1/audio-analysis/5LBbKfP2Jf8z7EcEBmqyF7,0.9999999999999999,3,Jazz,Fear,3
30,David Guetta,Say My Name - Afrojack & Chasner Remix,1d4POhq6QO24KLGHf8zwCM,1,1.7192290491757413e-05,1.9188711918281176e-05,10,0.0,0,1.580712399203983e-05,1.559411934740913e-05,1.5583381622605115e-05,1.5885071920246733e-05,1.6512234587503303e-05,0.000524498087324873,audio_features,spotify:track:1d4POhq6QO24KLGHf8zwCM,https://api.spotify.com/v1/tracks/1d4POhq6QO24KLGHf8zwCM,https://api.spotify.com/v1/audio-analysis/1d4POhq6QO24KLGHf8zwCM,1.0,4,Dance,Anger,0
31,The Neighbourhood,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,90,1.4234442600733327e-05,1.5045581205976753e-05,10,0.0,1,1.1828480707026677e-05,1.189461970099268e-05,1.1762341713060675e-05,1.2108843486480045e-05,1.3344269977543108e-05,0.0005277101378307516,audio_features,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,0.9999999999999999,4,Pop,Anger,0
32,Rich Brian,Sydney,3OzZSSRbdIr1Jojw1rHUB1,55,6.88741826313005e-05,6.813288041895972e-05,11,0.0,0,6.605517505159348e-05,6.812773248692957e-05,6.568246477261103e-05,6.637743559668052e-05,6.87815198547579e-05,0.0008953643742069064,audio_features,spotify:track:3OzZSSRbdIr1Jojw1rHUB1,https://api.spotify.com/v1/tracks/3OzZSSRbdIr1Jojw1rHUB1,https://api.spotify.com/v1/audio-analysis/3OzZSSRbdIr1Jojw1rHUB1,1.0,4,Pop Indonesia,Sad,2
33,Tom Petty and the Heartbreakers,So You Want To Be A Rock & Roll Star - Live At The Wiltern/1985,1bYjWWpROUmKeBSWb0b6Qr,38,5.8707962043923866e-05,6.12343765855041e-05,2,0.0,1,5.738286454487566e-05,5.7152485098195545e-05,5.7134439939851935e-05,6.155306507429575e-05,5.972407026905668e-05,0.0007165872324061669,audio_features,spotify:track:1bYjWWpROUmKeBSWb0b6Qr,https://api.spotify.com/v1/tracks/1bYjWWpROUmKeBSWb0b6Qr,https://api.spotify.com/v1/audio-analysis/1bYjWWpROUmKeBSWb0b6Qr,1.0,4,Soft Rock,Love,4
34,Foreigner,Feels Like The First Time - Live,4lbLMkQnjPv23urO3L63VP,16,1.7702922187245025e-05,1.9193130799910427e-05,11,0.0,1,1.662039432400648e-05,1.6466458609810217e-05,1.6461606767815493e-05,1.958064805013843e-05,1.7501287195256472e-05,0.00036788619342986554,audio_features,spotify:track:4lbLMkQnjPv23urO3L63VP,https://api.spotify.com/v1/tracks/4lbLMkQnjPv23urO3L63VP,https://api.spotify.com/v1/audio-analysis/4lbLMkQnjPv23urO3L63VP,1.0,4,Soft Rock,Love,4
35,Metallica,Enter Sandman (Remastered),3VqHuw0wFlIHcIPWkhIbdQ,74,2.707736827475592e-05,2.7885647924748635e-05,6,0.0,0,2.546020578100184e-05,2.537868414316862e-05,2.5394457660218853e-05,2.5558827962176326e-05,2.724324656113502e-05,0.00039722722440761337,audio_features,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ,0.9999999999999999,4,Rock,Happy,1
36,Fourtwnty,Fana Merah Jambu,463XKKFCPlcrhtlwGbEovu,60,2.300113057987763e-05,2.2557782324064736e-05,7,0.0,1,2.112819332560392e-05,2.253268713977344e-05,2.103812949753627e-05,2.138667372380427e-05,2.268046989171107e-05,0.00032762599598429646,audio_features,spotify:track:463XKKFCPlcrhtlwGbEovu,https://api.spotify.com/v1/tracks/463XKKFCPlcrhtlwGbEovu,https://api.spotify.com/v1/audio-analysis/463XKKFCPlcrhtlwGbEovu,0.9999999999999999,4,Pop Indonesia,Sad,2
37,Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Six - For The Feast Of Epiphany: No. 61 Rezitativ: ""So geht! Genug, mein Schatz geht nicht von hier""",1xKymFNBLDtRJSAx2Y4TqT,0,0.00023277169313392422,0.000230884355081487,10,0.0,0,0.00023098024547636391,0.0002390807434136764,0.00023226087514252383,0.00023160666964476545,0.0002311684415784588,0.0011069515490837885,audio_features,spotify:track:1xKymFNBLDtRJSAx2Y4TqT,https://api.spotify.com/v1/tracks/1xKymFNBLDtRJSAx2Y4TqT,https://api.spotify.com/v1/audio-analysis/1xKymFNBLDtRJSAx2Y4TqT,1.0,3,Classical,Sad,2
38,Nirvana,The Man Who Sold The World,15VRO9CQwMpbqUYA7e6Hwg,76,3.6077863336571104e-05,3.711194222201423e-05,1,0.0,0,3.45466606017557e-05,3.5855727872290735e-05,3.422855495706261e-05,3.521230101023724e-05,3.583657826330105e-05,0.0004750596698943677,audio_features,spotify:track:15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/tracks/15VRO9CQwMpbqUYA7e6Hwg,https://api.spotify.com/v1/audio-analysis/15VRO9CQwMpbqUYA7e6Hwg,0.9999999999999999,4,Rock,Sad,2
39,Music Travel Love,Hold onto Me,0a45Bcf67CvGVCIaiydEzq,59,4.321017225847089e-05,4.298146977016592e-05,10,0.0,1,3.989252637493199e-05,4.20131337026619e-05,3.973115584558815e-05,4.030029804556936e-05,4.299120179094486e-05,0.0007307920383213889,audio_features,spotify:track:0a45Bcf67CvGVCIaiydEzq,https://api.spotify.com/v1/tracks/0a45Bcf67CvGVCIaiydEzq,https://api.spotify.com/v1/audio-analysis/0a45Bcf67CvGVCIaiydEzq,1.0,4,Country Music,Happy,1
40,Bob Seger,Heavy Music - Live In Detroit/1975,1zQVDXOp1BNHa8n3X6zqjQ,38,1.132708579603259e-05,1.2337170136681118e-05,2,0.0,1,1.0716994854280879e-05,1.0453039614382605e-05,1.04538072784815e-05,1.1577586712513425e-05,1.1482638784492464e-05,0.00030263540963906805,audio_features,spotify:track:1zQVDXOp1BNHa8n3X6zqjQ,https://api.spotify.com/v1/tracks/1zQVDXOp1BNHa8n3X6zqjQ,https://api.spotify.com/v1/audio-analysis/1zQVDXOp1BNHa8n3X6zqjQ,1.0,4,Country Music,Love,4
41,Stray Kids,Easy,2AeLlfB0vLKz7nukzQ97ri,64,3.2084713253113364e-05,3.269080637276884e-05,6,0.0,0,2.8585754054237418e-05,2.8258239897390076e-05,2.8257100333119153e-05,3.082884462680021e-05,3.0375639861652422e-05,0.0008150860399691112,audio_features,spotify:track:2AeLlfB0vLKz7nukzQ97ri,https://api.spotify.com/v1/tracks/2AeLlfB0vLKz7nukzQ97ri,https://api.spotify.com/v1/audio-analysis/2AeLlfB0vLKz7nukzQ97ri,1.0000000000000002,4,K-pop,Anger,0
42,Galdive,Puzzle,55pSVqJsuWGmktWi3W81W1,39,2.1932482448178256e-05,2.0863287923522298e-05,9,0.0,1,1.8724898874210378e-05,1.974371250503438e-05,1.7627714964092222e-05,1.8769681890949897e-05,2.1686175856110912e-05,0.0005102408990987748,audio_features,spotify:track:55pSVqJsuWGmktWi3W81W1,https://api.spotify.com/v1/tracks/55pSVqJsuWGmktWi3W81W1,https://api.spotify.com/v1/audio-analysis/55pSVqJsuWGmktWi3W81W1,1.0,4,Pop Indonesia,Happy,1
43,Young Thug,Bubbly (with Drake & Travis Scott),4KDNRh9Oor80z3XIxdWlui,83,5.1382838054549074e-05,4.941403089023306e-05,11,0.0,0,4.742705012132335e-05,4.619487972987142e-05,4.5870177994464226e-05,4.663952725559695e-05,4.949884104500359e-05,0.0008274018120731521,audio_features,spotify:track:4KDNRh9Oor80z3XIxdWlui,https://api.spotify.com/v1/tracks/4KDNRh9Oor80z3XIxdWlui,https://api.spotify.com/v1/audio-analysis/4KDNRh9Oor80z3XIxdWlui,1.0,4,Pop,Happy,1
44,Kim Wilde,Rockin' Around the Christmas Tree,4SZgZYPQRfXtcPVq78rinc,13,3.890764129084417e-05,3.997210850258947e-05,5,0.0,1,3.5693769132305485e-05,3.784317407909888e-05,3.5407181806066365e-05,3.676505985181838e-05,3.960363908313917e-05,0.0010193024138315668,audio_features,spotify:track:4SZgZYPQRfXtcPVq78rinc,https://api.spotify.com/v1/tracks/4SZgZYPQRfXtcPVq78rinc,https://api.spotify.com/v1/audio-analysis/4SZgZYPQRfXtcPVq78rinc,0.9999999999999999,4,Soft Rock,Happy,1
45,The Band,Lonesome Suzie - Remastered,4OvUUqKuWjkTE22P8SLvnd,34,4.931132568715732e-05,4.940263527095645e-05,0,0.0,1,4.8142147970965736e-05,5.026177544579372e-05,4.799566058673778e-05,4.8423132462929426e-05,4.873856557059914e-05,0.0005889343641975055,audio_features,spotify:track:4OvUUqKuWjkTE22P8SLvnd,https://api.spotify.com/v1/tracks/4OvUUqKuWjkTE22P8SLvnd,https://api.spotify.com/v1/audio-analysis/4OvUUqKuWjkTE22P8SLvnd,0.9999999999999999,4,Country Music,Sad,2
46,Hindia,Rumah Ke Rumah,2wAiFWjRupWmnDkQcu91MF,70,2.925059977785402e-05,2.9488468134844948e-05,11,0.0,1,2.6770641952922853e-05,2.829912634989031e-05,2.887577691229256e-05,2.7326028525836518e-05,2.841445646237076e-05,0.000444842660101154,audio_features,spotify:track:2wAiFWjRupWmnDkQcu91MF,https://api.spotify.com/v1/tracks/2wAiFWjRupWmnDkQcu91MF,https://api.spotify.com/v1/audio-analysis/2wAiFWjRupWmnDkQcu91MF,1.0,4,Pop Indonesia,Fear,3
47,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: III. Rondo (Allegro)",2GShezlCf8IjRS1fSM87Ht,0,4.1210703391675e-05,4.059418252395869e-05,9,0.0,1,4.041272425438262e-05,4.2421882684990014e-05,4.128284945066308e-05,4.0524222709182375e-05,4.1295966915933636e-05,0.0003547115646254161,audio_features,spotify:track:2GShezlCf8IjRS1fSM87Ht,https://api.spotify.com/v1/tracks/2GShezlCf8IjRS1fSM87Ht,https://api.spotify.com/v1/audio-analysis/2GShezlCf8IjRS1fSM87Ht,1.0000000000000002,3,Classical,Fear,3
48,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,85,3.0832513959322366e-05,3.123722989408145e-05,1,0.0,1,2.7435180197119346e-05,2.6947240985635155e-05,2.6728352367399255e-05,2.762328760341582e-05,3.103772203891852e-05,0.0006085559604912655,audio_features,spotify:track:6FE2iI43OZnszFLuLtvvmg,https://api.spotify.com/v1/tracks/6FE2iI43OZnszFLuLtvvmg,https://api.spotify.com/v1/audio-analysis/6FE2iI43OZnszFLuLtvvmg,0.9999999999999999,4,Dance,Happy,1
49,Neil Diamond,"Love On The Rocks - Live At Madison Square Garden, 2008",6TXCss9CsfVjQmramr9jMr,28,3.0175365254279494e-05,3.1766380937927836e-05,9,0.0,0,2.8853563806367132e-05,3.0579860767071444e-05,2.866533451612615e-05,3.3123688103074155e-05,2.9865252027805668e-05,0.00035629762524549616,audio_features,spotify:track:6TXCss9CsfVjQmramr9jMr,https://api.spotify.com/v1/tracks/6TXCss9CsfVjQmramr9jMr,https://api.spotify.com/v1/audio-analysis/6TXCss9CsfVjQmramr9jMr,0.9999999999999999,4,Soft Rock,Love,4
